date             aapl          sp
20030915      -0.038528     -0.003750
20030916       0.006754      0.014298
20030917      -0.010733     -0.003255
20030918       0.034358      0.013266
20030919      -0.013112     -0.003155
20030922      -0.022143     -0.013008
20030923       0.015851      0.006071
20030924      -0.049487     -0.019096
20030925      -0.041745     -0.006053
20030926       0.012726     -0.006399
20030929       0.029483      0.009761
20030930      -0.027230     -0.010541
20031001       0.003378      0.022340
20031002      -0.010582      0.001984
20031003       0.054448      0.009419
20031006       0.027663      0.004370
20031007       0.041723      0.004737
20031008      -0.006891     -0.005263
20031009       0.016912      0.004788
20031010       0.009808     -0.000645
20031013       0.028294      0.007023
20031014       0.008214      0.003951
20031015       0.010998     -0.002592
20031016      -0.063255      0.003162
20031017      -0.021505     -0.010237
20031020       0.020659      0.005157
20031021      -0.001723      0.001292
20031022      -0.018119     -0.014980
20031023       0.010105      0.003310
20031024      -0.016964     -0.004701
20031027       0.000000      0.002158
20031028       0.049557      0.015187
20031029      -0.001265      0.001261
20031030      -0.025327     -0.001116
20031031      -0.008662      0.003601
20031103       0.011359      0.007909
20031104      -0.010367     -0.005448
20031105       0.005238     -0.001367
20031106       0.003908      0.005933
20031107      -0.026817     -0.004574
20031110      -0.026667     -0.005792
20031111      -0.016438     -0.000516
20031112       0.036676      0.011456
20031113       0.004030     -0.000142
20031114      -0.042819     -0.007615
20031117      -0.015377     -0.006398
20031118      -0.034075     -0.009084
20031119       0.000485      0.008016
20031120      -0.002199     -0.008432
20031121      -0.004663      0.001577
20031124       0.042899      0.016227
20031125      -0.022222      0.001720
20031126       0.001934      0.004327
20031128       0.009170     -0.000236
20031201       0.038259      0.011264
20031202      -0.007830     -0.003271
20031203      -0.023677     -0.001772
20031204       0.005706      0.004687
20031205      -0.014184     -0.007684
20031208       0.009592      0.007348
20031209      -0.028503     -0.008529
20031210      -0.003423     -0.001066
20031211       0.040726      0.011482
20031212      -0.015087      0.002735
20031215      -0.034466     -0.005679
20031216      -0.002479      0.006638
20031217      -0.011929      0.001256
20031218       0.008048      0.011798
20031219      -0.016966     -0.000468
20031222       0.007614      0.003922
20031223      -0.002015      0.002818
20031224       0.030288     -0.001807
20031226       0.018128      0.001691
20031229       0.017806      0.012401
20031230       0.006147      0.000144
20031231       0.004229      0.002055
20040102      -0.004212     -0.003094
20040105       0.041823      0.012395
20040106      -0.003608      0.001292
20040107       0.022635      0.002367
20040108       0.034086      0.004963
20040109      -0.015411     -0.008888
20040112       0.031739      0.004787
20040113       0.016435     -0.005332
20040114       0.003317      0.008295
20040115      -0.055785      0.001353
20040116      -0.005689      0.006872
20040120       0.000440     -0.000930
20040121      -0.005279      0.007772
20040122      -0.019018     -0.003207
20040123       0.017133     -0.002089
20040126       0.019947      0.012106
20040127       0.002608     -0.009798
20040128      -0.023840     -0.013610
20040129       0.007105      0.004989
20040130      -0.005291     -0.002628
20040202      -0.010638      0.003651
20040203      -0.002688      0.000678
20040204      -0.021114     -0.008371
20040205       0.028912      0.001838
20040206       0.012935      0.012555
20040209      -0.001893     -0.002581
20040210       0.013809      0.005027
20040211       0.035683      0.010667
20040212      -0.002941     -0.004880
20040213      -0.030763     -0.005468
20040217       0.006957      0.009757
20040218       0.004318     -0.004468
20040219      -0.033964     -0.004133
20040220      -0.003115     -0.002572
20040223      -0.009375     -0.002727
20040224       0.007661     -0.001665
20040225       0.020125      0.004021
20040226       0.010083      0.001084
20040227       0.038194      0.000026
20040301       0.004181      0.009625
20040302      -0.008743     -0.005934
20040303       0.004620      0.001688
20040304       0.051839      0.003336
20040305       0.062798      0.001723
20040308      -0.027674     -0.008350
20040309       0.042308     -0.005779
20040310       0.021402     -0.014633
20040311      -0.019147     -0.015224
20040312       0.015101      0.012460
20040315      -0.040276     -0.014350
20040316      -0.023819      0.005623
20040317       0.014330      0.011749
20040318      -0.019855     -0.001273
20040319       0.007402     -0.011173
20040322       0.000000     -0.012958
20040323      -0.022042     -0.001324
20040324       0.008304     -0.002395
20040325       0.053726      0.016365
20040326       0.006327     -0.001019
20040329       0.032175      0.013005
20040330       0.000358      0.004036
20040331      -0.031519     -0.000701
20040401       0.002589      0.005292
20040402       0.014386      0.008515
20040405       0.029818      0.007672
20040406      -0.017302     -0.002095
20040407      -0.018685     -0.006645
20040408       0.008056     -0.001061
20040412       0.018525      0.005161
20040413      -0.039586     -0.013762
20040414      -0.010769     -0.001124
20040415       0.099850      0.000594
20040416      -0.004096      0.005111
20040419      -0.028444      0.001066
20040420      -0.021870     -0.015557
20040421       0.000000      0.005312
20040422       0.001803      0.014091
20040423      -0.002880      0.000588
20040426      -0.020578     -0.004445
20040427      -0.007003      0.002272
20040428      -0.018189     -0.013795
20040429       0.012098     -0.007591
20040430      -0.036982     -0.005916
20040503       0.011249      0.009203
20040504       0.002685      0.001843
20040505       0.019510      0.001769
20040506      -0.002627     -0.006723
20040507       0.003386     -0.013725
20040510      -0.014623     -0.010540
20040511       0.032724      0.007662
20040512       0.005895      0.001671
20040513      -0.004029     -0.000766
20040514      -0.004781     -0.000675
20040517      -0.015521     -0.010587
20040518       0.015766      0.006817
20040519      -0.021803     -0.002574
20040520       0.009067      0.000468
20040521       0.014976      0.004012
20040524       0.008484      0.001692
20040525       0.039137      0.016104
20040526       0.003520      0.001698
20040527      -0.011926      0.005686
20040528      -0.003905     -0.000535
20040601       0.000000      0.000464
20040602       0.030649      0.003380
20040603      -0.017981     -0.007422
20040604       0.013380      0.005248
20040607       0.035789      0.015964
20040608       0.018115      0.001543
20040609      -0.004942     -0.009499
20040610       0.017881      0.004543
20040614      -0.020169     -0.009837
20040615       0.018924      0.005972
20040616       0.066797      0.001369
20040617       0.002138     -0.001332
20040618       0.003048      0.002624
20040621      -0.017624     -0.004159
20040622       0.020724      0.003636
20040623       0.021212      0.008507
20040624      -0.015430     -0.002981
20040625       0.015672     -0.005453
20040628      -0.035905     -0.000952
20040629       0.000308      0.002515
20040630       0.001231      0.004084
20040701      -0.007376     -0.010431
20040702      -0.037771     -0.003153
20040706      -0.004183     -0.008148
20040707      -0.018094      0.001899
20040708      -0.008226     -0.008244
20040709      -0.003650      0.003336
20040712      -0.029637      0.001384
20040713       0.002745      0.000709
20040714       0.012320     -0.003291
20040715       0.113252     -0.004301
20040716      -0.022168     -0.004789
20040719      -0.007143     -0.000445
20040720       0.007194      0.007058
20040721      -0.018012     -0.013340
20040722       0.001898      0.002706
20040723      -0.030934     -0.009701
20040726       0.018241     -0.001970
20040727       0.037428      0.009935
20040728      -0.004934      0.000539
20040729       0.011466      0.004574
20040730      -0.009191      0.001172
20040802      -0.023500      0.004448
20040803      -0.009183     -0.006262
20040804       0.015980     -0.000964
20040805      -0.012583     -0.016320
20040806      -0.051290     -0.015481
20040809       0.017461      0.001175
20040810       0.040264      0.012974
20040811      -0.016180     -0.003012
20040812      -0.020638     -0.011675
20040813       0.015476      0.001477
20040816      -0.001946      0.013655
20040817       0.002924      0.002196
20040818       0.028183      0.012443
20040819      -0.032451     -0.003598
20040820       0.002931      0.006525
20040823       0.009091     -0.002431
20040824       0.027992      0.000465
20040825       0.034429      0.008000
20040826       0.048714      0.000118
20040827      -0.008944      0.002425
20040830      -0.006696     -0.007781
20040831       0.010844      0.004631
20040901       0.039722      0.001512
20040902      -0.005577      0.011212
20040903      -0.012058     -0.004185
20040907       0.015044      0.006887
20040908       0.016499     -0.004486
20040909      -0.017882      0.001890
20040910       0.004762      0.004954
20040913      -0.007806      0.001691
20040914      -0.002810      0.002229
20040915      -0.008171     -0.007055
20040916       0.032670      0.002794
20040917       0.021733      0.004495
20040920       0.015347     -0.005627
20040921       0.007955      0.006327
20040922      -0.028677     -0.013938
20040923       0.009480     -0.004670
20040924       0.000537      0.001579
20040927       0.006436     -0.005936
20040928       0.013589      0.005926
20040929       0.016824      0.004270
20040930       0.001810     -0.000197
20041001      -0.002065      0.015181
20041004       0.003103      0.003243
20041005       0.014952     -0.000608
20041006       0.032258      0.006673
20041007      -0.025098     -0.009982
20041008      -0.014134     -0.007527
20041011      -0.012033      0.002005
20041012      -0.007774     -0.002268
20041013       0.038130     -0.007301
20041014       0.131572     -0.009303
20041015       0.011561      0.004450
20041018       0.049451      0.005252
20041019      -0.006911     -0.009686
20041020       0.001054      0.000390
20041021       0.009901      0.002564
20041022      -0.011055     -0.009715
20041025       0.002953     -0.000849
20041026       0.008833      0.014870
20041027       0.048572      0.012879
20041028       0.037575      0.001813
20041029       0.004024      0.002448
20041101       0.000954      0.000274
20041102       0.020019      0.000027
20041103       0.033832      0.011198
20041104      -0.015549      0.016156
20041105       0.004959      0.003874
20041108      -0.006213     -0.001098
20041109      -0.006068     -0.000695
20041110       0.012951     -0.001005
20041111       0.010046      0.009089
20041112       0.003617      0.009110
20041115      -0.004685     -0.000304
20041116      -0.005521     -0.007079
20041117      -0.000637      0.005538
20041118       0.008925      0.001362
20041119      -0.003972     -0.011161
20041122       0.112017      0.005896
20041123      -0.001304     -0.000255
20041124       0.045373      0.004095
20041126       0.007806      0.000753
20041129       0.060263     -0.003450
20041130      -0.020310     -0.004030
20041201       0.011037      0.014951
20041202      -0.038059     -0.000873
20041203      -0.038798      0.000706
20041206       0.049458     -0.000772
20041207      -0.043934     -0.011073
20041208       0.006201      0.004877
20041209       0.011220      0.005436
20041210       0.018128     -0.001043
20041213      -0.003684      0.008990
20041214       0.005854      0.003921
20041215      -0.000459      0.001945
20041216       0.020472     -0.002082
20041217      -0.024116     -0.007472
20041220      -0.034928      0.000360
20041221       0.015466      0.009040
20041222       0.000942      0.003418
20041223       0.004078      0.000463
20041227      -0.013279     -0.004305
20041228       0.016149      0.007154
20041229       0.004051     -0.000074
20041230       0.005587      0.000082
20041231      -0.006173     -0.001343
20050103      -0.017236     -0.008119
20050104       0.010270     -0.011671
20050105       0.008758     -0.003628
20050106       0.000775      0.003506
20050107       0.072812     -0.001431
20050110      -0.004188      0.003423
20050111      -0.063805     -0.006100
20050112       0.013941      0.003981
20050113       0.066300     -0.008630
20050114       0.005731      0.006005
20050118       0.006410      0.009675
20050119      -0.010899     -0.009490
20050120       0.008300     -0.007783
20050121       0.000426     -0.006415
20050124       0.003830     -0.003528
20050125       0.018231      0.004004
20050126       0.002776      0.004844
20050127       0.005398      0.000409
20050128       0.018447     -0.002716
20050131       0.039470      0.008460
20050201       0.008192      0.006891
20050202       0.027086      0.003178
20050203      -0.022856     -0.002766
20050204       0.013237      0.011043
20050207       0.001268     -0.001089
20050208       0.024829      0.000483
20050209      -0.026700     -0.008575
20050210      -0.004826      0.004211
20050211       0.036371      0.006926
20050214       0.042113      0.000697
20050215       0.044665      0.003300
20050216       0.019455      0.000182
20050217      -0.025741     -0.007923
20050218      -0.011388      0.000700
20050222      -0.017509     -0.014506
20050223       0.034471      0.005607
20050224       0.007934      0.007894
20050225       0.000675      0.009307
20050228       0.008203     -0.006414
20050301      -0.008025      0.005658
20050302      -0.008517     -0.000273
20050303      -0.052832      0.000322
20050304       0.024408      0.009624
20050307      -0.001402      0.002610
20050308      -0.051930     -0.004799
20050309      -0.029114     -0.010185
20050310       0.012198      0.001856
20050311       0.011047     -0.007583
20050314       0.001242      0.005625
20050315       0.015873     -0.007524
20050316       0.005371     -0.008082
20050317       0.025983      0.001801
20050318       0.016805     -0.000471
20050321       0.017225     -0.004934
20050322      -0.019908     -0.010196
20050323      -0.006538      0.000700
20050324      -0.001175     -0.000947
20050328       0.000706      0.002441
20050329      -0.018340     -0.007596
20050330       0.025150      0.013773
20050331      -0.026402     -0.000694
20050401      -0.018718     -0.006497
20050404       0.004891      0.002728
20050405       0.019469      0.004481
20050406       0.010504      0.002269
20050407       0.029057      0.005971
20050408       0.004132     -0.008345
20050411      -0.041610      0.000008
20050412       0.017653      0.005545
20050413      -0.037975     -0.011762
20050414      -0.092105     -0.010002
20050415      -0.051261     -0.016720
20050418       0.007638      0.002941
20050419       0.041269      0.005934
20050420      -0.042599     -0.013255
20050421       0.047029      0.019736
20050422      -0.045186     -0.006750
20050425       0.041690      0.008662
20050426      -0.021363     -0.008915
20050427      -0.006632      0.004029
20050428      -0.011405     -0.011380
20050429       0.014631      0.011922
20050502       0.010261      0.004590
20050503      -0.006039     -0.000852
20050504       0.025960      0.012470
20050505      -0.012651     -0.002569
20050506       0.015267     -0.001092
20050509      -0.007250      0.006394
20050510      -0.014877     -0.010705
20050511      -0.022240      0.004193
20050512      -0.041561     -0.010033
20050513       0.018752     -0.004580
20050516       0.022433      0.010086
20050517      -0.005345      0.006957
20050518       0.013575      0.010019
20050519       0.047712      0.004656
20050520       0.000000     -0.001511
20050523       0.058855      0.003851
20050524      -0.001509      0.000176
20050525       0.002015     -0.003400
20050526       0.024133      0.006395
20050527      -0.004418      0.000969
20050531      -0.019741     -0.006073
20050601       0.013599      0.009039
20050602      -0.006452      0.001680
20050603      -0.044955     -0.006867
20050606      -0.008368      0.001246
20050607      -0.036392     -0.000209
20050608       0.010399     -0.002163
20050609       0.019773      0.005240
20050610      -0.048871     -0.002348
20050613       0.002513      0.002262
20050614       0.002785      0.002573
20050615       0.031389      0.002218
20050616       0.022892      0.003630
20050617       0.008689      0.004955
20050620      -0.018272     -0.000707
20050621       0.006647     -0.002048
20050622       0.018225      0.000222
20050623       0.008820     -0.010833
20050624      -0.029056     -0.007629
20050627      -0.017479     -0.000739
20050628       0.005660      0.009138
20050629      -0.025194     -0.001431
20050630       0.012098     -0.007101
20050701      -0.008422      0.002611
20050705       0.040548      0.008833
20050706      -0.015534     -0.008340
20050707       0.006419      0.002452
20050708       0.016476      0.011679
20050711      -0.003922      0.006255
20050712       0.003675      0.002272
20050713       0.002876      0.000884
20050714       0.062582      0.002624
20050715       0.019632      0.001158
20050718      -0.001444     -0.005530
20050719       0.040974      0.006731
20050720       0.010188      0.004759
20050721      -0.007793     -0.006606
20050722       0.016401      0.005411
20050725      -0.004318     -0.003769
20050726      -0.004109      0.001733
20050727       0.008251      0.004573
20050728      -0.004319      0.005603
20050729      -0.026256     -0.007671
20050801       0.002345      0.000948
20050802       0.010292      0.007099
20050803       0.000695      0.000739
20050804      -0.011800     -0.007373
20050805       0.006556     -0.007638
20050808      -0.007909     -0.002683
20050809       0.027433      0.006745
20050810      -0.010041     -0.001827
20050811       0.014292      0.007062
20050812       0.047727     -0.005994
20050815       0.034273      0.002828
20050816      -0.029992     -0.011776
20050817       0.019459      0.000738
20050818      -0.018028     -0.001000
20050819      -0.010151      0.000566
20050822       0.000873      0.001656
20050823      -0.002834     -0.003405
20050824       0.000656     -0.006554
20050825       0.006336      0.002315
20050826      -0.006947     -0.006013
20050829       0.002186      0.005958
20050830       0.015925     -0.003192
20050831       0.006871      0.009864
20050901      -0.013436      0.001033
20050902      -0.000865     -0.002922
20050906       0.055820      0.012619
20050907      -0.002459      0.002408
20050908       0.022597     -0.003793
20050909       0.030735      0.007965
20050912       0.001754     -0.000741
20050913      -0.011284     -0.007545
20050914      -0.023810     -0.003281
20050915       0.005241      0.000464
20050916       0.026870      0.008292
20050919       0.027924     -0.005566
20050920       0.010448     -0.007863
20050921      -0.020305     -0.009121
20050922      -0.004030      0.003652
20050923       0.025048      0.000552
20050926       0.012030      0.000280
20050927      -0.007429      0.000025
20050928      -0.044162      0.001012
20050929       0.024667      0.008867
20050930       0.024264      0.000920
20051003       0.015482     -0.001717
20051004      -0.012674     -0.009970
20051005      -0.018045     -0.014887
20051006      -0.020464     -0.004096
20051007      -0.007737      0.003701
20051010      -0.018129     -0.007166
20051011       0.024221     -0.002072
20051012      -0.045358     -0.006068
20051013       0.091168     -0.000713
20051014       0.004838      0.008268
20051017      -0.010370      0.002975
20051018      -0.023016     -0.010050
20051019       0.052289      0.014956
20051020       0.021842     -0.015020
20051021      -0.008550      0.001520
20051024       0.020302      0.016777
20051025      -0.012150     -0.002368
20051026       0.016578     -0.004312
20051027      -0.028406     -0.010475
20051028      -0.016964      0.016549
20051031       0.057279      0.007176
20051101      -0.001563     -0.003521
20051102       0.042609      0.009977
20051103       0.031691      0.004264
20051104      -0.011316      0.000164
20051107      -0.015045      0.002188
20051108      -0.005479     -0.003451
20051109       0.003506      0.001690
20051110       0.017801      0.008446
20051111       0.005884      0.003055
20051114      -0.001462     -0.000778
20051115       0.013507     -0.003850
20051116       0.042871      0.001790
20051117      -0.006620      0.009414
20051118       0.000620      0.004401
20051121       0.006196      0.005271
20051122       0.024015      0.005084
20051123       0.008870      0.003473
20051125       0.033229      0.002086
20051128       0.004615     -0.008508
20051129      -0.022395      0.000016
20051130      -0.004112     -0.006362
20051201       0.055737      0.012157
20051202       0.014384      0.000324
20051205      -0.011152     -0.002363
20051206       0.031050      0.001276
20051207      -0.001351     -0.005009
20051208       0.001758     -0.001217
20051209       0.003381      0.002811
20051212       0.007796      0.000842
20051213       0.000934      0.005554
20051214      -0.039611      0.004190
20051215       0.002361     -0.001414
20051216      -0.014824     -0.002848
20051219       0.003797     -0.005839
20051220       0.010227     -0.000238
20051221       0.019276      0.002517
20051222       0.007075      0.004221
20051223      -0.009052      0.000426
20051227       0.011997     -0.009553
20051228      -0.008891      0.001297
20051229      -0.028816     -0.002981
20051230       0.006158     -0.004887
20060103       0.039783      0.016430
20060104       0.002943      0.003673
20060105      -0.007870      0.000016
20060106       0.025813      0.009399
20060109      -0.003277      0.003656
20060110       0.063248     -0.000357
20060111       0.037596      0.003481
20060112       0.004660     -0.006274
20060113       0.015410      0.001205
20060117      -0.010279     -0.003635
20060118      -0.026207     -0.003897
20060119      -0.041885      0.005564
20060120      -0.037275     -0.018326
20060123       0.020778      0.001847
20060124      -0.020986      0.002405
20060125      -0.024198     -0.001721
20060126      -0.025202      0.007235
20060127      -0.004148      0.007764
20060130       0.041233      0.001153
20060131       0.006800     -0.003984
20060201      -0.001192      0.001859
20060202      -0.044020     -0.009061
20060203      -0.003509     -0.005359
20060206      -0.063287      0.000783
20060207       0.004458     -0.008095
20060208       0.017899      0.008663
20060209      -0.056097     -0.001478
20060210       0.036336      0.002540
20060213      -0.038627     -0.003260
20060214       0.045356      0.010033
20060215       0.023283      0.003504
20060216       0.019503      0.007328
20060217      -0.003968     -0.001660
20060221      -0.017214     -0.003271
20060222       0.032426      0.007513
20060223       0.006029     -0.003775
20060224      -0.004042      0.001274
20060227      -0.006577      0.003637
20060228      -0.035216     -0.010401
20060301       0.008906      0.008261
20060302       0.007381     -0.001626
20060303      -0.027151     -0.001482
20060306      -0.033077     -0.006968
20060307       0.012676     -0.001862
20060308      -0.009802      0.002030
20060309      -0.026348     -0.004881
20060310      -0.011575      0.007349
20060313       0.039405      0.001990
20060314       0.024970      0.010396
20060315      -0.016191      0.004270
20060316      -0.028990      0.001773
20060317       0.005442      0.001471
20060320      -0.010362     -0.001660
20060321      -0.034068     -0.006015
20060322      -0.002265      0.006021
20060323      -0.024485     -0.002582
20060324      -0.003324      0.000983
20060327      -0.007505     -0.001028
20060328      -0.013443     -0.006438
20060329       0.061659      0.007470
20060330       0.006738     -0.002026
20060331      -0.000478     -0.004168
20060403      -0.001116      0.002301
20060404      -0.023623      0.006257
20060405       0.098741      0.004311
20060406       0.059961     -0.001921
20060407      -0.020354     -0.010343
20060410      -0.016048      0.000849
20060411      -0.009902     -0.007736
20060412      -0.018826      0.001205
20060413      -0.003613      0.000776
20060417      -0.024944     -0.002940
20060418       0.021740      0.017365
20060419      -0.008608      0.001744
20060420       0.030160      0.001168
20060421      -0.008724     -0.000137
20060424      -0.019242     -0.002417
20060425       0.006388     -0.004870
20060426       0.029923      0.002819
20060427       0.017755      0.003302
20060428       0.014850      0.000680
20060501      -0.011223     -0.004135
20060502       0.029023      0.006145
20060503      -0.006702     -0.004082
20060504      -0.000141      0.003364
20060505       0.010685      0.010295
20060508       0.000000     -0.000830
20060509      -0.011963      0.000362
20060510      -0.006054     -0.001728
20060511      -0.034703     -0.012798
20060512      -0.006603     -0.011241
20060515       0.001329      0.002525
20060516      -0.041452     -0.001869
20060517       0.004309     -0.016841
20060518      -0.031873     -0.006699
20060519       0.021051      0.004137
20060522      -0.017517     -0.003915
20060523      -0.003629     -0.004350
20060524       0.003009      0.001584
20060525       0.015630      0.011370
20060526      -0.012141      0.005719
20060530      -0.036649     -0.015873
20060531      -0.023685      0.008136
20060601       0.040154      0.012298
20060602      -0.008203      0.001952
20060605      -0.026922     -0.017800
20060606      -0.004617     -0.001138
20060607      -0.019390     -0.006092
20060608       0.037480      0.001417
20060609      -0.025016     -0.004476
20060612      -0.037812     -0.012697
20060613       0.023333     -0.010280
20060614      -0.012344      0.005189
20060615       0.030724      0.021235
20060616      -0.030650     -0.003678
20060619      -0.006254     -0.009109
20060620       0.004720     -0.000016
20060621       0.006786      0.009741
20060622       0.029727     -0.005271
20060623      -0.012588     -0.000883
20060626       0.002720      0.004869
20060627      -0.026445     -0.009084
20060628      -0.024552      0.005487
20060629       0.052660      0.021565
20060630      -0.028828     -0.002098
20060703       0.011874      0.007865
20060705      -0.016368     -0.007249
20060706      -0.021605      0.002494
20060707      -0.006634     -0.006750
20060710      -0.007220      0.001470
20060711       0.011818      0.004087
20060712      -0.048338     -0.010939
20060713      -0.013406     -0.012959
20060714      -0.030239     -0.004902
20060717       0.033550     -0.001383
20060718       0.010120      0.001920
20060719       0.022684      0.018555
20060720       0.118299     -0.008477
20060721       0.003636     -0.007077
20060724       0.011528      0.016625
20060725       0.008271      0.006321
20060726       0.031359     -0.000378
20060727      -0.007359     -0.004100
20060728       0.034543      0.012152
20060731       0.036134     -0.001478
20060801      -0.011477     -0.004496
20060802       0.014588      0.006004
20060803       0.020980      0.001345
20060804      -0.018537     -0.000711
20060807      -0.015959     -0.002806
20060808      -0.036155     -0.003363
20060809      -0.018370     -0.004349
20060810       0.007548      0.004629
20060811      -0.006555     -0.003986
20060814       0.004556      0.001160
20060815       0.039256      0.013696
20060816       0.023025      0.007662
20060817      -0.005737      0.001582
20060818       0.004735      0.003715
20060821      -0.019879     -0.003670
20060822       0.015926      0.001002
20060823      -0.004585     -0.004489
20060824       0.007428      0.002374
20060825       0.013862     -0.000748
20060828      -0.025745      0.005166
20060829      -0.007465      0.001920
20060830       0.007220     -0.000008
20060831       0.013292     -0.000345
20060901       0.007811      0.005515
20060905       0.045335      0.001709
20060906      -0.020285     -0.009891
20060907       0.039555     -0.004799
20060908      -0.003846      0.003787
20060911      -0.000276      0.000477
20060912       0.001793      0.010442
20060913       0.021616      0.003777
20060914      -0.000404     -0.001358
20060915      -0.000944      0.002727
20060918      -0.002834      0.000993
20060919      -0.001624     -0.002172
20060920       0.020198      0.005211
20060921      -0.008105     -0.005395
20060922      -0.022103     -0.002466
20060925       0.037671      0.008815
20060926       0.024554      0.007517
20060927      -0.015462      0.000187
20060928       0.007852      0.001915
20060929      -0.000390     -0.002464
20061002      -0.027540     -0.003391
20061003      -0.010419      0.002096
20061004       0.017549      0.012075
20061005      -0.007296      0.002222
20061006      -0.008152     -0.002690
20061009       0.005524      0.000800
20061010      -0.010988      0.002043
20061011      -0.007858     -0.002564
20061012       0.027721      0.009541
20061013      -0.003189      0.002047
20061016       0.005065      0.002512
20061017      -0.014721     -0.003652
20061018       0.003231      0.001400
20061019       0.059842      0.000732
20061020       0.012153      0.001200
20061023       0.018887      0.006152
20061024      -0.005033      0.000261
20061025       0.007773      0.003514
20061026       0.006244      0.004963
20061027      -0.021657     -0.008452
20061030       0.000124      0.000428
20061031       0.008207      0.000007
20061101      -0.023680     -0.007352
20061102      -0.002274     -0.000344
20061103      -0.008736     -0.002223
20061106       0.018138      0.011346
20061107       0.010036      0.002218
20061108       0.024096      0.002083
20061109       0.010794     -0.005333
20061110      -0.002640      0.001865
20061113       0.014798      0.002549
20061114       0.007706      0.006356
20061115      -0.011176      0.002405
20061116       0.018560      0.002284
20061117       0.002803      0.001029
20061120       0.007222     -0.000500
20061121       0.024633      0.001649
20061122       0.019300      0.002338
20061124       0.014616     -0.003656
20061127      -0.022809     -0.013598
20061128       0.025352      0.003488
20061129      -0.000109      0.009202
20061130      -0.001525      0.000822
20061201      -0.003709     -0.002799
20061204      -0.002190      0.008885
20061205       0.001646      0.004002
20061206      -0.015777     -0.001315
20061207      -0.031059     -0.003971
20061208       0.014017      0.001812
20061211       0.005552      0.002270
20061212      -0.029408     -0.001047
20061213       0.033782      0.001169
20061214      -0.005615      0.008689
20061215      -0.009373      0.001122
20061218      -0.025650     -0.003230
20061219       0.009828      0.002158
20061220      -0.017958     -0.001417
20061221      -0.021944     -0.003674
20061222      -0.008444     -0.005316
20061226      -0.008394      0.004352
20061227       0.000123      0.007015
20061228      -0.007973     -0.001479
20061229       0.049091     -0.004513
20070103      -0.012258     -0.001199
20070104       0.022196      0.001228
20070105      -0.007121     -0.006085
20070108       0.004938      0.002220
20070109       0.083070     -0.000517
20070110       0.047856      0.001940
20070111      -0.012371      0.006340
20070112      -0.012317      0.004853
20070116       0.026210      0.000818
20070117      -0.022142     -0.000894
20070118      -0.061927     -0.002971
20070119      -0.006399      0.002895
20070122      -0.019322     -0.005278
20070123      -0.012559      0.003542
20070124       0.011669      0.008501
20070125      -0.005190     -0.011270
20070126      -0.010087     -0.001208
20070129       0.006559     -0.001097
20070130      -0.004538      0.005772
20070131       0.002104      0.006593
20070201      -0.011548      0.005354
20070202       0.000118      0.001694
20070205      -0.009557     -0.000967
20070206       0.002502      0.000698
20070207       0.023767      0.001395
20070208       0.000348     -0.001179
20070209      -0.033767     -0.007077
20070212       0.019335     -0.003261
20070213      -0.002945      0.007597
20070214       0.007917      0.007644
20070215      -0.001055      0.001038
20070216      -0.004460     -0.000872
20070220       0.012613      0.002844
20070221       0.038417     -0.001404
20070222       0.003475     -0.000858
20070223      -0.004916     -0.003564
20070226      -0.004715     -0.001254
20070227      -0.053243     -0.034725
20070228       0.008102      0.005561
20070301       0.028956     -0.002595
20070302      -0.018952     -0.011403
20070305       0.010653     -0.009408
20070306       0.021665      0.015494
20070307      -0.005329     -0.002465
20070308       0.003192      0.007127
20070309      -0.000341      0.000685
20070312       0.021598      0.002673
20070313      -0.016357     -0.020368
20070314       0.018100      0.006691
20070315      -0.004778      0.003684
20070316       0.000223     -0.003828
20070319       0.017189      0.010894
20070320       0.003841      0.006334
20070321       0.026126      0.017081
20070322       0.000959     -0.000348
20070323      -0.004683      0.001094
20070326       0.024914      0.000968
20070327      -0.004069     -0.006184
20070328      -0.023256     -0.007966
20070329       0.005470      0.003740
20070330      -0.008960     -0.001174
20070402       0.007965      0.002597
20070403       0.009076      0.009280
20070404      -0.002434      0.001113
20070405       0.004349      0.003050
20070409      -0.010879      0.000589
20070410       0.006407      0.002617
20070411      -0.017613     -0.006573
20070412      -0.004320      0.006206
20070413      -0.021152      0.003488
20070416       0.013187      0.010751
20070417      -0.011812      0.002050
20070418       0.000553      0.000693
20070419      -0.001438     -0.001202
20070420       0.007755      0.009261
20070423       0.027921     -0.002304
20070424      -0.002887     -0.000351
20070425       0.022608      0.010139
20070426       0.036624     -0.000782
20070427       0.010927     -0.000120
20070430      -0.001201     -0.007831
20070501      -0.003307      0.002651
20070502       0.009249      0.006472
20070503       0.000100      0.004325
20070504       0.004084      0.002150
20070507       0.030850      0.002564
20070508       0.010970     -0.001166
20070509       0.017323      0.003223
20070510       0.004304     -0.013956
20070511       0.013043      0.009641
20070514       0.005702     -0.001793
20070515      -0.016825     -0.001304
20070516      -0.001674      0.008626
20070517       0.019564     -0.000918
20070518       0.005300      0.006610
20070521       0.017815      0.001543
20070522       0.013931     -0.000643
20070523      -0.005725     -0.001207
20070524      -0.019488     -0.009703
20070525       0.026470      0.005453
20070529       0.006425      0.001570
20070530       0.038653      0.007984
20070531       0.020384      0.000255
20070601      -0.023030      0.003737
20070604       0.024747      0.001849
20070605       0.011044     -0.005347
20070606       0.007907     -0.008864
20070607       0.003470     -0.017570
